domain,schdomain,ukdomain,county,urns
ancasterprimary.org.uk,0,1,,{120512}
anchorsholme.blackpool.sch.uk,1,1,blackpool,{119249}
anchorsholme.co.uk,0,1,,{140124}
andalusiaacademy.org.uk,0,1,,{130391}
andertonparkschool.org,0,0,,{103192}
andertonprimaryschool.co.uk,0,1,,{119202}
andover-pri.hants.sch.uk,1,1,hants,{116269}
andoversford.gloucs.sch.uk,1,1,gloucs,{115735}
andrew-marvell.com,0,0,,{118108}
andrewsendowed.co.uk,0,1,,{116360}
andrewslane.co.uk,0,1,,{117302}
anfieldroadprimary.co.uk,0,1,,{140975}
anfieldschool.org,0,0,,{104689}
angeloakacademy.org,0,0,,{141666}
angelroadinfant.co.uk,0,1,,{120957}
angelroadjunior.norfolk.sch.uk,1,1,norfolk,{120949}
anglesey.bham.sch.uk,1,1,bham,{132074}
angleseyprimaryacademy.org,0,0,,{138982}
angley.kent.sch.uk,1,1,kent,{118891}
anglia.ac.uk,0,1,,{133803}
angliacampus.com,0,0,,"{118376,102750}"
angmeringschool.co.uk,0,1,,{126081}
angrambankprimary.co.uk,0,1,,{107085}
ankermoor.staffs.sch.uk,1,1,staffs,"{124160,143483}"
anlabyacreheads.org.uk,0,1,,{117888}
anlaby-inf.eril.net,0,0,,{117877}
anlabyjunior.eril.net,0,0,,{117845}
anlabyprimaryschool.co.uk,0,1,,{132349}
annanschool.co.uk,0,1,,{136162}
annbernadtnursery.co.uk,0,1,,{100768}
anncam.gloucs.sch.uk,1,1,gloucs,{115683}
annecy.e-sussex.sch.uk,1,1,e-sussex,{114571}
annedwards.gloucs.sch.uk,1,1,gloucs,{115650}
annelineinfant.co.uk,0,1,,{115160}
annemount.co.uk,0,1,,{101375}
annesleyprimaryschool.com,0,0,,{122404}
annfieldplain-inf.durham.sch.uk,1,1,durham,{114025}
annieholgate-jun.ik.org,0,0,,{122582}
annielennardprimary.co.uk,0,1,,{103932}
annsgrove.co.uk,0,1,,{107086}
annunciationjnr.barnet.sch.uk,1,1,barnet,{101342}
ansdellprimary.co.uk,0,1,,{119146}
ansford.org.uk,0,1,,"{123865,136839}"
ansonprimaryschool.com,0,0,,{101495}
anson.staffs.sch.uk,1,1,staffs,{124379}
anstey.herts.sch.uk,1,1,herts,{117218}
anstey-jun.hants.sch.uk,1,1,hants,{115851}
anstonbrook.co.uk,0,1,,"{131954,144325}"
anstongreenlands.org,0,0,,{141537}
anstonhillcrestprimary.co.uk,0,1,,{106922}
anstonparkinfant.co.uk,0,1,,{106905}
anstonparkjuniors.co.uk,0,1,,{106896}
anthonybek.com,0,0,,{112610}
anthonycurton.norfolk.sch.uk,1,1,norfolk,"{121138,141758}"
anthonygell.co.uk,0,1,,{112968}
anthony-roper.kent.sch.uk,1,1,kent,{118255}
antinghamprimary.norfolk.sch.uk,1,1,norfolk,{120778}
antoninfantschool.com,0,0,,{115973}
antonjuniorschool.com,0,0,,{115854}
antony.cornwall.sch.uk,1,1,cornwall,"{141622,112022}"
antrobus-school.co.uk,0,1,,{111246}
apcollege.co.uk,0,1,,{131182}
apleywoodprimaryschool.org.uk,0,1,,{123450}
apollostudioacademy.co.uk,0,1,,{141109}
appleby.cumbria.sch.uk,1,1,cumbria,"{137251,112434}"
applebyprimary.cumbria.sch.uk,1,1,cumbria,{112408}
applecroft.herts.sch.uk,1,1,herts,"{137943,117355}"
appledore-primary.devon.sch.uk,1,1,devon,{113125}
appleford.wilts.sch.uk,1,1,wilts,{126535}
applegarth-academy.croydon.sch.uk,1,1,croydon,{139393}
applegarth.n-yorks.sch.uk,1,1,n-yorks,{121308}
applemore.hants.sch.uk,1,1,hants,{116504}
appleshawschool.com,0,0,,{116349}
appleton.ik.org,0,0,,{117713}
appleton.oxon.sch.uk,1,1,oxon,{123219}
appletonprimary.org.uk,0,1,,{140229}
appletonroebuck.n-yorks.sch.uk,1,1,n-yorks,{121378}
appletonthornprimary.org.uk,0,1,,{111138}
appletonwiske.n-yorks.sch.uk,1,1,n-yorks,{121371}
appletreegardens.ik.org,0,0,,{108584}
appleybridgeallsaints.lancs.sch.uk,1,1,lancs,{119497}
apsafederation.com,0,0,,{100473}
apsch.org.uk,0,1,,{137531}
apthurrock.oliveacademies.org.uk,0,1,,{140861}
aqueductprimary.co.uk,0,1,,{123444}
aragonprimary.merton.sch.uk,1,1,merton,"{144838,132167}"
arboretum.derby.sch.uk,1,1,derby,{112792}
arboursacademy.co.uk,0,1,,{139061}
arbourthorneprimary.co.uk,0,1,,{133994}
arbourvaleschool.org,0,0,,{110185}
arbury.cambs.sch.uk,1,1,cambs,{110664}
archbishopbeck.com,0,0,,{104717}
archbishop-benson.cornwall.sch.uk,1,1,cornwall,"{112012,137258}"
archbishopcourtenay.kent.sch.uk,1,1,kent,{134921}
archbishopcourtenay.org.uk,0,1,,{139822}
archbishopcranmer.co.uk,0,1,,{140574}
archbishopcranmer.notts.sch.uk,1,1,notts,{122795}
archbishopholgates.org,0,0,,{136617}
archbishop-runcie.eschools.co.uk,0,1,,{108495}
archbishops-school.co.uk,0,1,,{118898}
archbishop-sumners-primary.lambeth.sch.uk,1,1,lambeth,{100609}
archbishoptemple.com,0,0,,{119814}
archbishopthurstan.hull.sch.uk,1,1,hull,{118114}
archbishopwake.dorset.sch.uk,1,1,dorset,"{141043,113754}"
archdeaconcambridges.richmond.sch.uk,1,1,richmond,{102920}
archers-court.kent.sch.uk,1,1,kent,{118808}
archhutton.lancsngfl.ac.uk,0,1,,{119404}
archibaldfirstschool.org.uk,0,1,,{108438}
archibaldpri.org.uk,0,1,,{111625}
archive.northumberlandlea.net,0,0,,{128090}
archten.croydon.sch.uk,1,1,croydon,{101811}
archwayacademy.org.uk,0,1,,{135406}
archwayschool.net,0,0,,{115723}
arcschoolnapton.co.uk,0,1,,{141007}
arcschoololdarley.co.uk,0,1,,{125790}
ardeley.herts.sch.uk,1,1,herts,{117420}
arden.bham.sch.uk,1,1,bham,{103324}
ardenforest.warwickshire.sch.uk,1,1,warwickshire,{130893}
ardengrove.norfolk.sch.uk,1,1,norfolk,"{139736,120927}"
ardenprimary.co.uk,0,1,,{106100}
arden.solihull.sch.uk,1,1,solihull,{136333}
ardingly.com,0,0,,{126133}
ardleighgreenjun.org.uk,0,1,,{102270}
ardleighstmarys.org.uk,0,1,,{115084}
ardleyhilllower.ik.org,0,0,,{109517}
ardleyhill.org.uk,0,1,,{138209}
area51ed.org.uk,0,1,,{139243}
argyle.camden.sch.uk,1,1,camden,{100008}
arhprimary.co.uk,0,1,,{120107}
arkacademy.org,0,0,,{135600}
arkallsaintsacademy.org,0,0,,{139718}
arkatwoodprimary.org,0,0,,{137323}
arkayrtonprimary.org,0,0,,{139713}
arkbentworth.org,0,0,,{138680}
arkblacklandsprimary.org,0,0,,{141021}
arkbolingbrokeacademy.org,0,0,,{138267}
arkboulton.org,0,0,,{140014}
arkbrunelprimary.org,0,0,,{139645}
arkconway.org,0,0,,{137331}
arkdickensprimary.org,0,0,,{141020}
arkelvinacademy.org,0,0,,{141019}
arkengarthdale.n-yorks.sch.uk,1,1,n-yorks,{121476}
arkfranklinprimary.org,0,0,,{139830}
arkhelenswood.org,0,0,,{139996}
arkholme.lancs.sch.uk,1,1,lancs,{119523}
arkkingsacademy.org,0,0,,{137578}
arklittleridgeprimary.org,0,0,,{141022}
arkovalprimary.org,0,0,,{137114}
arkprioryprimary.org,0,0,,{139699}
arkputney.org,0,0,,{138681}
arkroseprimary.org,0,0,,{138371}
arkseyprimary.co.uk,0,1,,{106676}
arkstalbans.org,0,0,,{135970}
arkswift.org,0,0,,{139820}
arktindalprimary.org,0,0,,{138397}
arkwilliamparkeracademy.org,0,0,,{139821}
arkwright.derbyshire.sch.uk,1,1,derbyshire,{112632}
arkwright.nottingham.sch.uk,1,1,nottingham,{122424}
arlecdon.cumbria.sch.uk,1,1,cumbria,{112151}
arleyprimaryschool.co.uk,0,1,,{139913}
arlies.tameside.sch.uk,1,1,tameside,{106190}
armathwaite.cumbria.sch.uk,1,1,cumbria,{112102}
armitage.manchester.sch.uk,1,1,manchester,{105502}
armley-pri.leeds.sch.uk,1,1,leeds,{107960}
armthorpe.doncaster.sch.uk,1,1,doncaster,{106702}
armthorpeschool.org.uk,0,1,,"{138314,106782}"
arnbrookprimary.net,0,0,,{140357}
arncliffe.n-yorks.sch.uk,1,1,n-yorks,{121546}
arnesby.leics.sch.uk,1,1,leics,{120109}
arnetthills.herts.sch.uk,1,1,herts,{117289}
arnewood.hants.sch.uk,1,1,hants,"{136652,116495}"
arnhemwharfprimaryschool.com,0,0,,{130352}
arnoldacademy.org.uk,0,1,,{136829}
arnoldhillacademy.co.uk,0,1,,{137536}
arnold-hill.notts.sch.uk,1,1,notts,{122847}
arnoldhouse.co.uk,0,1,,{101156}
arnold.ik.org,0,0,,{109656}
arnoldmillprimary.co.uk,0,1,,{122720}
arnoldschool.com,0,0,,{119839}
arnoldview.notts.sch.uk,1,1,notts,{131642}
arnotstmary.co.uk,0,1,,{135267}
arnovale.co.uk,0,1,,{122509}
arnside.cumbria.sch.uk,1,1,cumbria,"{112311,137686}"
arretoncepri.iow.sch.uk,1,1,iow,{118180}
arrowsmith.wigan.sch.uk,1,1,wigan,{106540}
arrowvaleacademy.co.uk,0,1,,{138505}
arrowvale.worcs.sch.uk,1,1,worcs,{116946}
arthurbugler.com,0,0,,"{143378,114850}"
arthurbuglerjuniorschool.co.uk,0,1,,{114855}
arthurmellows.org,0,0,,{136266}
arthurmellows.peterborough.sch.uk,1,1,peterborough,{110875}
arthurshillprimaryschools.co.uk,0,1,,"{108482,108492}"
arthurterry.bham.sch.uk,1,1,bham,{138136}
artsandmedia.islington.sch.uk,1,1,islington,{131690}
arundaleprimary.co.uk,0,1,,{106184}
arundelchurchofenglandschool.org.uk,0,1,,{126019}
arundelcourt.com,0,0,,"{144194,140009}"
arunside.w-sussex.sch.uk,1,1,w-sussex,{125883}
arunvale.w-sussex.sch.uk,1,1,w-sussex,{125889}
asachelt.org,0,0,,{136016}
asap.org.uk,0,1,,{136142}
asby.cumbria.sch.uk,1,1,cumbria,{112267}
aschc.com,0,0,,{107782}
ascotheathcejuniorschool.co.uk,0,1,,{109986}
ascotheathinfants.co.uk,0,1,,{109867}
ascotroadcfs.org.uk,0,1,,{140956}
asfaonline.org,0,0,,{101857}
asfc.ac.uk,0,1,,{130518}
asfordbyhill.leics.sch.uk,1,1,leics,{139340}
asfordbyhillprimary.org.uk,0,1,,{119904}
ashbeachprimary.co.uk,0,1,,{110685}
ashbournehilltopschool.co.uk,0,1,,{112686}
ashbrookehouseschool.co.uk,0,1,,{109364}
ashbrookinfantandnursery.ik.org,0,0,,{112688}
ashbrook-jun.derbyshire.sch.uk,1,1,derbyshire,{112602}
ashbrookschool.co.uk,0,1,,{110384}
ashbrowschool.org.uk,0,1,,{107628}
ashburnhamcommunityschool.org.uk,0,1,,{100477}
ashburton-primary.devon.sch.uk,1,1,devon,"{136561,113184}"
ashburymeadow.co.uk,0,1,,{133770}
ashburyprimary.org.uk,0,1,,{123220}
ashbyce.leics.sch.uk,1,1,leics,{120190}
ashbyfields.co.uk,0,1,,{131671}
ashbyhilltop.leics.sch.uk,1,1,leics,"{138804,120051}"
ashbyschool.org.uk,0,1,,"{138833,120303}"
ashbywillesley.org.uk,0,1,,"{143251,119975}"
ashchurchprimary.co.uk,0,1,,{115500}
ashckschool.org,0,0,,{118745}
ashcombeprimary.co.uk,0,1,,"{144924,109096}"
ashcombe.surrey.sch.uk,1,1,surrey,"{143901,125264}"
ashcott.somerset.sch.uk,1,1,somerset,{123678}
ashcroftandcottonsfarm.co.uk,0,1,,"{112771,112734}"
ashcrofthighschool.co.uk,0,1,,{109707}
ashcroftinfantandnursery.com,0,0,,{124147}
ashdeneschool.net,0,0,,{111227}
ashdon.essex.sch.uk,1,1,essex,{114964}
ashdown.e-sussex.sch.uk,1,1,e-sussex,{114392}
ashdownhouse.com,0,0,,{114624}
ashdown.poole.sch.uk,1,1,poole,{113867}
ashfield.herts.sch.uk,1,1,herts,{117391}
ashfieldinf.cumbria.sch.uk,1,1,cumbria,{112146}
ashfieldjuniorschool.co.uk,0,1,,{112147}
ashfield.newcastle.sch.uk,1,1,newcastle,{108427}
ashfield.notts.sch.uk,1,1,notts,"{137981,122827}"
ashfieldpark.org,0,0,,{116731}
ashfieldprimary.co.uk,0,1,,{107877}
ashfieldvalley.rochdale.sch.uk,1,1,rochdale,{105783}
ashfordhillprimary.co.uk,0,1,,{115921}
ashfordoaks.kent.sch.uk,1,1,kent,{135125}
ashford-park.surrey.sch.uk,1,1,surrey,{125113}
ashford-primary.surrey.sch.uk,1,1,surrey,{125228}
ashfordschool.co.uk,0,1,,{118937}
ashgatecroft.derbyshire.sch.uk,1,1,derbyshire,{113032}
ashgate.derby.sch.uk,1,1,derby,{131685}
ashgaten.derby.sch.uk,1,1,derby,{112479}
ashgateprimaryschool.co.uk,0,1,,{127802}
ashgreen.info,0,0,,{107534}
ashgreenprimary.co.uk,0,1,,{124028}
ashgreenschool.org.uk,0,1,,{137781}
ashgreen.warwickshire.sch.uk,1,1,warwickshire,{125765}
ashgrove.cheshire.sch.uk,1,1,cheshire,"{111017,140444}"
ashgrovejandi.com,0,0,,{130858}
ashgrove.org.uk,0,1,,{101694}
ashhillacademy.org.uk,0,1,,{137066}
ashhill.org.uk,0,1,,{110261}
ashillschool.co.uk,0,1,,{121026}
ashillschool.org.uk,0,1,,{123639}
ashingtonhigh.org.uk,0,1,,{122355}
ashington.w-sussex.sch.uk,1,1,w-sussex,{125971}
ashlandsfirstschool.co.uk,0,1,,{123749}
ashlandsprimary.org.uk,0,1,,{107277}
ashlawn.org.uk,0,1,,"{125751,136587}"
ashlea.notts.sch.uk,1,1,notts,{122957}
ashleighdarwen.co.uk,0,1,,{119200}
ashleighdevon.co.uk,0,1,,{113386}
ashleighprimary.com,0,0,,{120922}
ashleworthprimaryschool.org,0,0,,{115663}
ashleydownschool.org.uk,0,1,,"{108910,108911}"
ashley-inf.hants.sch.uk,1,1,hants,{115855}
ashleyjuniorschool.co.uk,0,1,,{116488}
ashleyprimary-southtyneside.org.uk,0,1,,{108685}
ashleyschool.co.uk,0,1,,{137459}
ashleyschool.org.uk,0,1,,{141294}
ashley.suffolk.sch.uk,1,1,suffolk,{124904}
ashlyns.herts.sch.uk,1,1,herts,{117578}
ashmanorschool.com,0,0,,{125271}
ashmeadprimary.wordpress.com,0,0,,{100716}
ashmeadschool.org.uk,0,1,,{110356}
ashmoleacademy.org,0,0,,{136308}
ashmole.barnet.sch.uk,1,1,barnet,{101363}
ashmoleprimaryschool.org.uk,0,1,,{100556}
ashmount.leics.sch.uk,1,1,leics,{120352}
ashmountprimaryschool.co.uk,0,1,,{100432}
ashover.derbyshire.sch.uk,1,1,derbyshire,{112501}
ashperton.hereford.sch.uk,1,1,hereford,"{136532,116649}"
ashprimaryschool.co.uk,0,1,,{123814}
ash-sch.org,0,0,,{113446}
ashs.org.uk,0,1,,{121188}
ashtoncsc.lancs.sch.uk,1,1,lancs,{119707}
ashtongate.bristol.sch.uk,1,1,bristol,{108912}
ashtonhayes.cheshire.sch.uk,1,1,cheshire,{111109}
ashtonhouse.com,0,0,,{102546}
ashton.lancs.sch.uk,1,1,lancs,{119238}
ashtonourladys.wigan.sch.uk,1,1,wigan,{106489}
ashtonpark.net,0,0,,{109278}
ashtonsaintthomas.wigan.sch.uk,1,1,wigan,{106465}
ashtonsaintwilfrids.wigan.sch.uk,1,1,wigan,{106509}
ashtonstpeters.beds.sch.uk,1,1,beds,{109703}
ashtonvaleprimary.weebly.com,0,0,,{108913}
ashtonwestendprimary.co.uk,0,1,,{141759}
ashton.worcs.sch.uk,1,1,worcs,{116650}
ashtree.herts.sch.uk,1,1,herts,{117352}
ashtrees.org,0,0,,{141345}
ashurstcofe-pri.w-sussex.sch.uk,1,1,w-sussex,{126020}
ashurstprimary.co.uk,0,1,,{104771}
ashurstwoodprimary.co.uk,0,1,,{125929}
ashvilla.lincs.sch.uk,1,1,lincs,{120747}
ashville.co.uk,0,1,,{121758}
ashwellacademy.com,0,0,,{139483}
ashwell.herts.sch.uk,1,1,herts,{117084}
ashwickehallschool.sabis.net,0,0,,{137950}
ashwickenschool.co.uk,0,1,,{121135}
ashwood.dudley.sch.uk,1,1,dudley,{103818}
ashwoodprimary.org,0,0,,{140799}
askam.cumbria.sch.uk,1,1,cumbria,{112409}
askernspa.doncaster.sch.uk,1,1,doncaster,{106673}
askrigg.n-yorks.sch.uk,1,1,n-yorks,{121602}
askwith.n-yorks.sch.uk,1,1,n-yorks,"{142189,121379}"
aslactonprimaryschool.net,0,0,,"{143961,120779}"
as.lewisham.sch.uk,1,1,lewisham,{100748}
asmall.lancs.sch.uk,1,1,lancs,{119314}
aspapps.lincolnshire.gov.uk,0,1,,{120446}
aspinpark.n-yorks.sch.uk,1,1,n-yorks,"{144163,121432}"
aspirationscare.com,0,0,,{138132}
aspire-academy.org,0,0,,{140970}
aspirebelievesucceed.com,0,0,,{136091}
aspleyguiselower.co.uk,0,1,,{109428}
aspleywood.nottingham.sch.uk,1,1,nottingham,{122963}
aspullchurch.wigan.sch.uk,1,1,wigan,{106518}
aspullholyfamily.co.uk,0,1,,{106491}
asquith.notts.sch.uk,1,1,notts,{132250}
asquithprimary.org,0,0,,{132795}
assmfederation.co.uk,0,1,,"{112900,112911}"
assr.org.uk,0,1,,{114554}
assunnahschool.co.uk,0,1,,{135988}
astburyschool.org.uk,0,1,,{111333}
asterdaleprimaryschool.co.uk,0,1,,{112761}
asterhouse-pru.southampton.sch.uk,1,1,southampton,{115844}
astleycooper.herts.sch.uk,1,1,herts,{117552}
astleyhigh.org,0,0,,{122374}
astley.norfolk.sch.uk,1,1,norfolk,"{144565,121015}"
astleyststephen.org.uk,0,1,,{106482}
astley.tameside.sch.uk,1,1,tameside,{106269}
astley.worcs.sch.uk,1,1,worcs,{116864}
astmoorprimaryschool.co.uk,0,1,,{111217}
astonacademy.org,0,0,,{136718}
aston.ac.uk,0,1,,{133787}
aston-and-cote.oxon.sch.uk,1,1,oxon,{123106}
aston.cheshire.sch.uk,1,1,cheshire,{110993}
astonclc.org.uk,0,1,,{106957}
astonclintonschool.co.uk,0,1,,{110332}
astoncofe.co.uk,0,1,,{141590}
astonfence.co.uk,0,1,,{106859}
astonfields.worcs.sch.uk,1,1,worcs,{116957}
astonhall.org,0,0,,"{106925,143054}"
astonlodge.org.uk,0,1,,"{106888,143055}"
astonmanor.bham.sch.uk,1,1,bham,{136882}
astonmarys.herts.sch.uk,1,1,herts,{117421}
aston-on-trent.derbyshire.sch.uk,1,1,derbyshire,{112502}
aston-rowant.oxon.sch.uk,1,1,oxon,{123124}
astontowerprimary.co.uk,0,1,,"{142686,103370}"
astorcollege.com,0,0,,{118807}
astor-college.co.uk,0,1,,{138167}
astwoodbank.worcs.sch.uk,1,1,worcs,"{116720,140258}"
atacademy.org.uk,0,1,,{135316}
athelneyprimary.org.uk,0,1,,{100672}
athelstan.n-yorks.sch.uk,1,1,n-yorks,{121461}
athelstanprimaryschool.co.uk,0,1,,{107083}
athersleynorthprimary.co.uk,0,1,,{131157}
athersleysouthprimary.co.uk,0,1,,{131160}
atherstonenurseryschool.com,0,0,,{125484}
athertoncommunityschool.com,0,0,,{138233}
athertonsacredheart.wigan.sch.uk,1,1,wigan,{106499}
atherton.school.cheshire.org.uk,0,1,,{111099}
atkinsondevon.org,0,0,,{133125}
atkinsonhouse.northumberland.sch.uk,1,1,northumberland,{132771}
atkinsonrd.newcastle.sch.uk,1,1,newcastle,{108445}
atkinsonroadacademy.com,0,0,,{138212}
atkinsonroad-nur.newcastle.sch.uk,1,1,newcastle,{108429}
atlasprimary.co.uk,0,1,,"{143565,107295}"
atrium-studio.co.uk,0,1,,{142124}
atschool.eduweb.co.uk,0,1,,"{106961,118827,103405,114129,107132,114011,103516,114277,108543,114076,100562,114084,104492,118820,100603,118880,103121,114124,124420,118107,121895,114153,122050,114158,121832,114088,121990,110513,121236,114036,121929,114302,124446,114194,114121,114290,114123,116415,115618,114344,114131,118825,114306,118909,114117,114157}"
attleboroughhigh.org.uk,0,1,,{121167}
attleborough-jun.norfolk.sch.uk,1,1,norfolk,{120926}
attleborough.norfolk.dbprimary.com,0,0,,{120780}
atwoodprimary.academy,0,0,,{140517}
atwoodschool.com,0,0,,{101817}
aucb.ac.uk,0,1,,{133793}
auckland.solihull.sch.uk,1,1,solihull,{134534}
auckley.doncaster.sch.uk,1,1,doncaster,"{106714,137335}"
audenshawschool.org.uk,0,1,,{136273}
audlemstjames.org.uk,0,1,,{111267}
audley.bham.sch.uk,1,1,bham,"{134066,143437}"
audleycominfschool.co.uk,0,1,,{119136}
audleyjuniorschool.co.uk,0,1,,{119115}
audley.surrey.sch.uk,1,1,surrey,{125060}
auea.co.uk,0,1,,{138222}
aughtonchristchurch.lancs.sch.uk,1,1,lancs,{119370}
aughtoneyc.rotherham.sch.uk,1,1,rotherham,{106828}
aughtonstmichaels.co.uk,0,1,,{119388}
augustinesprimary.weebly.com,0,0,,{138508}
auriol.surrey.sch.uk,1,1,surrey,"{144387,124958}"
austhorpeprimary.org,0,0,,{107939}
austinfarm.plymouth.sch.uk,1,1,plymouth,"{141232,113302}"
austreyceprimaryschool.co.uk,0,1,,{140125}
austwickprimary.co.uk,0,1,,{121620}
autismeastmidlands.org.uk,0,1,,{134889}
autismhampshire.org.uk,0,1,,{116572}
autism.org.uk,0,1,,"{101953,118993}"
avanti.org.uk,0,1,,"{138688,138227}"
aveburyprimaryschool.co.uk,0,1,,{126298}
avecinnaacademy.com,0,0,,{140382}
aveland.lincs.sch.uk,1,1,lincs,{120636}
aveleyprimary.net,0,0,,{114836}
avening.gloucs.sch.uk,1,1,gloucs,{115501}
avenuehouse.org,0,0,,{101962}
avenuejuniorschool.org,0,0,,{120928}
avenue.leicester.sch.uk,1,1,leicester,{131002}
avenue.newham.sch.uk,1,1,newham,{102710}
avenue.sutton.sch.uk,1,1,sutton,"{142177,102960}"
avenue.wilts.sch.uk,1,1,wilts,"{141619,126258}"
avetongiffordprimary.co.uk,0,1,,"{138631,113387}"
avicennaacademy.com,0,0,,{140479}
avishayes.co.uk,0,1,,{137174}
avonbourne.org,0,0,,{113904}
avonbournetrust.org,0,0,,"{138171,138193}"
avondalepark.rbkc.sch.uk,1,1,rbkc,{100487}
avondaleschool.co.uk,0,1,,{119294}
avonhouseschool.co.uk,0,1,,{102872}
avonmore.lbhf.sch.uk,1,1,lbhf,{100322}
avonmouthp.co.uk,0,1,,{109140}
avonvalleyschool.org,0,0,,{125764}
avonvalley.wilts.sch.uk,1,1,wilts,"{143005,126459}"
awdps.co.uk,0,1,,{121025}
awliscombe-school.org,0,0,,{113422}
awsworth.notts.sch.uk,1,1,notts,{133296}
axbridgefirstschool.co.uk,0,1,,{138763}
axbridgefirstschool.ik.org,0,0,,{123806}
axcis.co.uk,0,1,,{124747}
axevalley.devon.sch.uk,1,1,devon,{113497}
aycliffecpschool.ik.org,0,0,,{118449}
aycliffedrive.herts.sch.uk,1,1,herts,{117335}
aycliffevillage.durham.sch.uk,1,1,durham,{114101}
ayjs.co.uk,0,1,,{121553}
aylands.demon.co.uk,0,1,,{102068}
aylburtoncofe.co.uk,0,1,,{115610}
aylesford.kent.sch.uk,1,1,kent,{118882}
aylesfordschool.org.uk,0,1,,{137770}
aylesford.viat.org.uk,0,1,,{140168}
aylesford.warwickshire.sch.uk,1,1,warwickshire,{125744}
aylesham.kent.sch.uk,1,1,kent,{118563}
aylestone.org.uk,0,1,,{116936}
aylshamhigh.com,0,0,,{121164}
aylwardacademy.org,0,0,,{136147}
aylwardschool.org.uk,0,1,,{140657}
ayresome.org.uk,0,1,,{133659}
babbacombe-primary.torbay.sch.uk,1,1,torbay,"{140629,113472}"
babingtonhouse.com,0,0,,{101680}
babington.leicester.sch.uk,1,1,leicester,"{120294,143247}"
bablake.com,0,0,,{103751}
bablakejs.co.uk,0,1,,{103754}
babrahamschool.org.uk,0,1,,"{143440,110780}"
baca-uk.org.uk,0,1,,{136164}
backwellfederation.co.uk,0,1,,"{109085,109183}"
backwellschool.net,0,0,,"{136722,132005}"
backworthpark.com,0,0,,{108580}
bacongarth.co.uk,0,1,,{117875}
baconscollege.co.uk,0,1,,{135401}
bacton.norfolk.sch.uk,1,1,norfolk,{120781}
bacton.suffolk.dbprimary.com,0,0,,"{143359,124567}"
bacup.lancs.sch.uk,1,1,lancs,{119097}
bacupstsavioursprimary.co.uk,0,1,,{119191}
badbyschool.com,0,0,,{141077}
baddowhallinfant.co.uk,0,1,,{114898}
baddowhall-jun.essex.sch.uk,1,1,essex,{114913}
baden-powell.hackney.sch.uk,1,1,hackney,{100255}
badgemore.oxon.sch.uk,1,1,oxon,{123042}
badgerbrook.leics.sch.uk,1,1,leics,{119978}
badgerhillprimaryschool.co.uk,0,1,,"{142838,121470}"
bad.kent.sch.uk,1,1,kent,{118705}
badockswood.com,0,0,,{109139}
badseyfirst.worcs.sch.uk,1,1,worcs,{116651}
badshot-lea.surrey.sch.uk,1,1,surrey,{125051}
badsleymoorjun.force9.co.uk,0,1,,{106832}
badsleyprimaryschool.co.uk,0,1,,{106833}
badsworthceschool.co.uk,0,1,,{130964}
bagshot.surrey.sch.uk,1,1,surrey,{124996}
bagthorpeprimary.com,0,0,,{122578}
baguleyhall.manchester.sch.uk,1,1,manchester,{105485}
bahracademy.co.uk,0,1,,{136258}
baildonce.co.uk,0,1,,{107337}
baileygreenprimary.org.uk,0,1,,{108587}
baileyscourt.com,0,0,,{131225}
bailiffebridgeschool.org.uk,0,1,,{107499}
bainbridge.n-yorks.sch.uk,1,1,n-yorks,{121477}
bainesend.lancsngfl.ac.uk,0,1,,{119391}
baines-endowed.blackpool.sch.uk,1,1,blackpool,"{141611,119593}"
baines.lancs.sch.uk,1,1,lancs,{119813}
bakewell-inf-derbyshire.org.uk,0,1,,{112797}
bakewell-jun.derbyshire.sch.uk,1,1,derbyshire,{112870}
balbycarr.doncaster.sch.uk,1,1,doncaster,{106802}
balbycarr.org.uk,0,1,,{140177}
balbycentralprimary.co.uk,0,1,,{143962}
balbystreetprimary.co.uk,0,1,,{106738}
balcarras.gloucs.sch.uk,1,1,gloucs,"{115759,136474}"
balcombeschool.co.uk,0,1,,{126006}
baldersbystjamesschool.com,0,0,,{121478}
balderstoneschool.co.uk,0,1,,{119415}
baldwinsgateprimary.weebly.com,0,0,,{124290}
baldwinshillprimaryschool.co.uk,0,1,,{141267}
baldwinshill.w-sussex.sch.uk,1,1,w-sussex,{125969}
balfourinf.medway.sch.uk,1,1,medway,{118329}
balfourjun.ik.org,0,0,,{114361}
balfourjuniorschool.org.uk,0,1,,{143880}
balfour-jun.medway.sch.uk,1,1,medway,{118328}
balfourprimary.co.uk,0,1,,{114382}
balgowan.bromley.sch.uk,1,1,bromley,"{137216,101587}"
balksbury-inf.hants.sch.uk,1,1,hants,{116063}
balksburyjuniors.co.uk,0,1,,{115852}
balladen.org.uk,0,1,,{119280}
ballgreenprimary.co.uk,0,1,,{124020}
ballifield.co.uk,0,1,,{107047}
balliolprimary.co.uk,0,1,,{108603}
balliolschool.co.uk,0,1,,{109464}
balsallcommonprimary.co.uk,0,1,,{138536}
balshawlane.lancs.sch.uk,1,1,lancs,{119312}
balshaws.lancs.sch.uk,1,1,lancs,{119775}
baltonsboroughprimary.org.uk,0,1,,{123740}
bamburghschool.co.uk,0,1,,{108738}
bamfordacademy.co.uk,0,1,,{137471}
bamford.derbyshire.sch.uk,1,1,derbyshire,{112504}
bamfordprimary.co.uk,0,1,,{105851}
bamptonprimaryschool.org.uk,0,1,,"{123114,142140}"
